,sent_file,token,lemma,from,to,semtag,output
4408,pmb-4.0.0/data/en/gold/p30/d0795/en.drs.xml,"['ø', 'Mr', 'Joel', 'is', 'now', 'on', 'ø', 'duty', '.']","['ø', 'mr', 'joel', 'be', 'now', 'on', 'ø', 'duty', '.']","[0, 0, 3, 8, 11, 15, 18, 18, 22]","[-1, 2, 7, 10, 14, 17, -1, 22, 23]","['DEF', 'ROL', 'PER', 'NOW', 'NOW', 'IST', 'DIS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'ROL: ', 'Mr', '; ', 'PER: ', 'Joel', '; ', 'NOW: ', 'is', '; ', 'NOW: ', 'now', '; ', 'IST: ', 'on', '; ', 'DEF: ', 'ø', '; ', 'CON: ', 'duty', '; ', 'NIL: ', '.']"
2461,pmb-4.0.0/data/en/gold/p12/d2518/en.drs.xml,"['ø', 'Tom', 'has', 'gone', 'to', 'ø', 'Boston', '.']","['ø', 'tom', 'have', 'go', 'to', 'ø', 'boston', '.']","[0, 0, 4, 8, 13, 16, 16, 22]","[-1, 3, 7, 12, 15, -1, 22, 23]","['DEF', 'PER', 'NOW', 'EXT', 'REL', 'DEF', 'GPE', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'gone', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Boston', '; ', 'NIL: ', '.']"
9377,pmb-4.0.0/data/en/gold/p85/d2634/en.drs.xml,"['Four', 'plus', 'three', 'is', 'seven', '.']","['4', 'plus', '3', 'be', '7', '.']","[0, 5, 10, 16, 19, 24]","[4, 9, 15, 18, 24, 25]","['QUC', 'CON', 'QUC', 'EXS', 'QUC', 'NIL']","['QUC: ', 'Four', '; ', 'CON: ', 'plus', '; ', 'QUC: ', 'three', '; ', 'EXS: ', 'is', '; ', 'QUC: ', 'seven', '; ', 'NIL: ', '.']"
7171,pmb-4.0.0/data/en/gold/p60/d0831/en.drs.xml,"['My', 'head', 'aches', '.']","['speaker', 'head', 'ache', '.']","[0, 3, 8, 13]","[2, 7, 13, 14]","['HAS', 'CON', 'ENS', 'NIL']","['HAS: ', 'My', '; ', 'CON: ', 'head', '; ', 'ENS: ', 'aches', '; ', 'NIL: ', '.']"
3347,pmb-4.0.0/data/en/gold/p20/d1272/en.drs.xml,"['The', 'Chinese', 'leadership', 'has', 'called', 'on', 'ø', 'German', 'business', 'to', 'interfere', 'with', 'the', 'German', 'government', ""'s"", 'China', 'policy', '.']","['the', 'china', 'leadership', 'have', 'call~on', 'on', 'ø', 'germany', 'business', 'to', 'interfere', 'with', 'the', 'germany', 'government', ""'s"", 'china', 'policy', '.']","[0, 4, 12, 23, 27, 34, 37, 37, 44, 53, 56, 66, 71, 75, 82, 92, 95, 101, 107]","[3, 11, 22, 26, 33, 36, -1, 43, 52, 55, 65, 70, 74, 81, 92, 94, 100, 107, 108]","['DEF', 'GPO', 'CON', 'NOW', 'EXT', 'REL', 'DIS', 'GPO', 'CON', 'NIL', 'EXS', 'REL', 'DEF', 'GPO', 'CON', 'HAS', 'GPE', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'GPO: ', 'Chinese', '; ', 'CON: ', 'leadership', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'called', '; ', 'REL: ', 'on', '; ', 'DIS: ', 'ø', '; ', 'GPO: ', 'German', '; ', 'CON: ', 'business', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'interfere', '; ', 'REL: ', 'with', '; ', 'DEF: ', 'the', '; ', 'GPO: ', 'German', '; ', 'CON: ', 'government', '; ', 'HAS: ', ""'s"", '; ', 'GPE: ', 'China', '; ', 'CON: ', 'policy', '; ', 'NIL: ', '.']"
4311,pmb-4.0.0/data/en/gold/p29/d0952/en.drs.xml,"['The', 'bird', ""'s"", 'wing', 'was', 'broken', '.']","['the', 'bird', ""'s"", 'wing', 'be', 'broken', '.']","[0, 4, 8, 11, 16, 20, 26]","[3, 8, 10, 15, 19, 26, 27]","['DEF', 'CON', 'HAS', 'CON', 'PST', 'IST', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'bird', '; ', 'HAS: ', ""'s"", '; ', 'CON: ', 'wing', '; ', 'PST: ', 'was', '; ', 'IST: ', 'broken', '; ', 'NIL: ', '.']"
5888,pmb-4.0.0/data/en/gold/p45/d1392/en.drs.xml,"['How', 'did', 'ø', 'Patsy~Cline', 'die', '?']","['manner', 'do', 'ø', 'patsy~cline', 'die', '?']","[0, 4, 8, 8, 20, 23]","[3, 7, -1, 19, 23, 24]","['QUE', 'PST', 'DEF', 'PER', 'EXS', 'QUE']","['QUE: ', 'How', '; ', 'PST: ', 'did', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Patsy~Cline', '; ', 'EXS: ', 'die', '; ', 'QUE: ', '?']"
3361,pmb-4.0.0/data/en/gold/p20/d1565/en.drs.xml,"['ø', 'Tom', 'talked', '.']","['ø', 'tom', 'talk', '.']","[0, 0, 4, 10]","[-1, 3, 10, 11]","['DEF', 'PER', 'EPS', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'talked', '; ', 'NIL: ', '.']"
5905,pmb-4.0.0/data/en/gold/p45/d1985/en.drs.xml,"['ø', 'Many', 'workers', 'were', 'trapped', 'in', 'the', 'coal~mine', '.']","['ø', '+', 'worker', 'be', 'trap', 'in', 'the', 'coal~mine', '.']","[0, 0, 5, 13, 18, 26, 29, 33, 42]","[-1, 4, 12, 17, 25, 28, 32, 42, 43]","['DIS', 'QUV', 'ROL', 'PST', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['DIS: ', 'ø', '; ', 'QUV: ', 'Many', '; ', 'ROL: ', 'workers', '; ', 'PST: ', 'were', '; ', 'EXS: ', 'trapped', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'coal~mine', '; ', 'NIL: ', '.']"
5503,pmb-4.0.0/data/en/gold/p40/d3122/en.drs.xml,"['I', 'ca', ""n't"", 'call', 'anyone', 'right', 'now', '.']","['speaker', 'can', 'not', 'call', 'person', 'right', 'now', '.']","[0, 2, 4, 8, 13, 20, 26, 29]","[1, 4, 7, 12, 19, 25, 29, 30]","['PRO', 'POS', 'NOT', 'EXS', 'DIS', 'EQU', 'NOW', 'NIL']","['PRO: ', 'I', '; ', 'POS: ', 'ca', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'call', '; ', 'DIS: ', 'anyone', '; ', 'EQU: ', 'right', '; ', 'NOW: ', 'now', '; ', 'NIL: ', '.']"
9388,pmb-4.0.0/data/en/gold/p85/d3062/en.drs.xml,"['The', 'cats', 'are', 'purring', '.']","['the', 'cat', 'be', 'purr', '.']","[0, 4, 9, 13, 20]","[3, 8, 12, 20, 21]","['DEF', 'CON', 'NOW', 'EXG', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'cats', '; ', 'NOW: ', 'are', '; ', 'EXG: ', 'purring', '; ', 'NIL: ', '.']"
9016,pmb-4.0.0/data/en/gold/p81/d0820/en.drs.xml,"['I', 'am', 'from', 'ø', 'Shikoku', '.']","['speaker', 'be', 'from', 'ø', 'shikoku', '.']","[0, 2, 5, 10, 10, 17]","[1, 4, 9, -1, 17, 18]","['PRO', 'ENS', 'REL', 'DEF', 'GPE', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'am', '; ', 'REL: ', 'from', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Shikoku', '; ', 'NIL: ', '.']"
7321,pmb-4.0.0/data/en/gold/p61/d0228/en.drs.xml,"['He', ""'s"", 'a', 'goalkeeper', '.']","['male', 'be', 'a', 'goalkeeper', '.']","[0, 2, 5, 7, 18]","[2, 4, 6, 18, 19]","['PRO', 'ENS', 'DIS', 'ROL', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', ""'s"", '; ', 'DIS: ', 'a', '; ', 'ROL: ', 'goalkeeper', '; ', 'NIL: ', '.']"
874,pmb-4.0.0/data/en/gold/p03/d1471/en.drs.xml,"['I', 'go', 'to', 'the', 'market', '.']","['speaker', 'go', 'to', 'the', 'market', '.']","[0, 2, 5, 8, 12, 18]","[1, 4, 7, 11, 18, 19]","['PRO', 'ENS', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'go', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'market', '; ', 'NIL: ', '.']"
6260,pmb-4.0.0/data/en/gold/p49/d2950/en.drs.xml,"['The', 'bed', 'costs', 'ø', '120', 'euros', '!']","['the', 'bed', 'cost', 'ø', '120', 'euro', '!']","[0, 4, 8, 14, 14, 18, 23]","[3, 7, 13, -1, 17, 23, 24]","['DEF', 'CON', 'ENS', 'DIS', 'QUC', 'UOM', 'EMP']","['DEF: ', 'The', '; ', 'CON: ', 'bed', '; ', 'ENS: ', 'costs', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', '120', '; ', 'UOM: ', 'euros', '; ', 'EMP: ', '!']"
6413,pmb-4.0.0/data/en/gold/p50/d2656/en.drs.xml,"['He', 'failed', 'to', 'catch', 'the', '8:30', 'train', '.']","['male', 'fail', 'to', 'catch', 'the', '08:30', 'train', '.']","[0, 3, 10, 13, 19, 23, 28, 33]","[2, 9, 12, 18, 22, 27, 33, 34]","['PRO', 'EPS', 'NIL', 'EXS', 'DEF', 'CLO', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'failed', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'catch', '; ', 'DEF: ', 'the', '; ', 'CLO: ', '8:30', '; ', 'CON: ', 'train', '; ', 'NIL: ', '.']"
9225,pmb-4.0.0/data/en/gold/p83/d2327/en.drs.xml,"['ø', 'Tom', 'did', ""n't"", 'call', 'ø', 'Mary', '.']","['ø', 'tom', 'do', 'not', 'call', 'ø', 'mary', '.']","[0, 0, 4, 7, 11, 16, 16, 20]","[-1, 3, 7, 10, 15, -1, 20, 21]","['DEF', 'PER', 'PST', 'NOT', 'EXS', 'DEF', 'PER', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'PST: ', 'did', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'call', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Mary', '; ', 'NIL: ', '.']"
7305,pmb-4.0.0/data/en/gold/p60/d3354/en.drs.xml,"['I', 'have', 'a', 'nosebleed', '.']","['speaker', 'have', 'a', 'nosebleed', '.']","[0, 2, 7, 9, 18]","[1, 6, 8, 18, 19]","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'have', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'nosebleed', '; ', 'NIL: ', '.']"
7442,pmb-4.0.0/data/en/gold/p62/d2217/en.drs.xml,"['I', 'drive', 'a', 'delivery~truck', '.']","['speaker', 'drive', 'a', 'delivery~truck', '.']","[0, 2, 8, 10, 24]","[1, 7, 9, 24, 25]","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'drive', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'delivery~truck', '; ', 'NIL: ', '.']"
10268,pmb-4.0.0/data/en/gold/p95/d2528/en.drs.xml,"['ø', 'Tom', 'wiggled', 'his', 'toes', '.']","['ø', 'tom', 'wiggle', 'male', 'toe', '.']","[0, 0, 4, 12, 16, 20]","[-1, 3, 11, 15, 20, 21]","['DEF', 'PER', 'EPS', 'HAS', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'wiggled', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'toes', '; ', 'NIL: ', '.']"
7216,pmb-4.0.0/data/en/gold/p60/d1786/en.drs.xml,"['All', 'of', 'my', 'friends', 'like', 'ø', 'Tom', '.']","['entity', 'of', 'speaker', 'friend', 'like', 'ø', 'tom', '.']","[0, 4, 7, 10, 18, 23, 23, 26]","[3, 6, 9, 17, 22, -1, 26, 27]","['AND', 'REL', 'HAS', 'ROL', 'ENS', 'DEF', 'PER', 'NIL']","['AND: ', 'All', '; ', 'REL: ', 'of', '; ', 'HAS: ', 'my', '; ', 'ROL: ', 'friends', '; ', 'ENS: ', 'like', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NIL: ', '.']"
9293,pmb-4.0.0/data/en/gold/p84/d2401/en.drs.xml,"['The', 'man', 'begged', 'me', 'for', 'ø', 'money', '.']","['the', 'man', 'beg', 'speaker', 'for', 'ø', 'money', '.']","[0, 4, 8, 15, 18, 22, 22, 27]","[3, 7, 14, 17, 21, -1, 27, 28]","['DEF', 'CON', 'EPS', 'PRO', 'REL', 'DIS', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'man', '; ', 'EPS: ', 'begged', '; ', 'PRO: ', 'me', '; ', 'REL: ', 'for', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'money', '; ', 'NIL: ', '.']"
9101,pmb-4.0.0/data/en/gold/p82/d0139/en.drs.xml,"['A', 'card', 'was', 'attached', 'to', 'the', 'gift', '.']","['a', 'card', 'be', 'attach', 'to', 'the', 'gift', '.']","[0, 2, 7, 11, 20, 23, 27, 31]","[1, 6, 10, 19, 22, 26, 31, 32]","['DIS', 'CON', 'PST', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['DIS: ', 'A', '; ', 'CON: ', 'card', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'attached', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'gift', '; ', 'NIL: ', '.']"
6579,pmb-4.0.0/data/en/gold/p52/d1489/en.drs.xml,"['ø', 'Tom', 'read', 'the', 'label', 'on', 'the', 'bottle', '.']","['ø', 'tom', 'read', 'the', 'label', 'on', 'the', 'bottle', '.']","[0, 0, 4, 9, 13, 19, 22, 26, 32]","[-1, 3, 8, 12, 18, 21, 25, 32, 33]","['DEF', 'PER', 'EPS', 'DEF', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'read', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'label', '; ', 'REL: ', 'on', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'bottle', '; ', 'NIL: ', '.']"
6805,pmb-4.0.0/data/en/gold/p55/d1726/en.drs.xml,"['You', 'are', 'taller', 'than', 'me', '.']","['hearer', 'be', 'tall', 'than', 'speaker', '.']","[0, 4, 8, 15, 20, 22]","[3, 7, 14, 19, 22, 23]","['PRO', 'NOW', 'MOR', 'REL', 'PRO', 'NIL']","['PRO: ', 'You', '; ', 'NOW: ', 'are', '; ', 'MOR: ', 'taller', '; ', 'REL: ', 'than', '; ', 'PRO: ', 'me', '; ', 'NIL: ', '.']"
1268,pmb-4.0.0/data/en/gold/p05/d1765/en.drs.xml,"['Throw', 'the', 'ball', 'to', 'ø', 'Tom', '.']","['throw', 'the', 'ball', 'to', 'ø', 'tom', '.']","[0, 6, 10, 15, 18, 18, 21]","[5, 9, 14, 17, -1, 21, 22]","['EXS', 'DEF', 'CON', 'REL', 'DEF', 'PER', 'NIL']","['EXS: ', 'Throw', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'ball', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NIL: ', '.']"
5855,pmb-4.0.0/data/en/gold/p44/d3132/en.drs.xml,"['There', 'was', 'a', 'tape~recorder', 'on', 'the', 'table', '.']","['there', 'be', 'a', 'tape~recorder', 'on', 'the', 'table', '.']","[0, 6, 10, 12, 26, 29, 33, 38]","[5, 9, 11, 25, 28, 32, 38, 39]","['NIL', 'EPS', 'DIS', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['NIL: ', 'There', '; ', 'EPS: ', 'was', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'tape~recorder', '; ', 'REL: ', 'on', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'table', '; ', 'NIL: ', '.']"
2729,pmb-4.0.0/data/en/gold/p14/d2644/en.drs.xml,"['ø', 'Kim', 'smiled', 'sweetly', '.']","['ø', 'kim', 'smile', 'sweetly', '.']","[0, 0, 4, 11, 18]","[-1, 3, 10, 18, 19]","['DEF', 'PER', 'EPS', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Kim', '; ', 'EPS: ', 'smiled', '; ', 'IST: ', 'sweetly', '; ', 'NIL: ', '.']"
9013,pmb-4.0.0/data/en/gold/p81/d0761/en.drs.xml,"['A', 'typhoon', 'batters', 'the', 'Philippines', '.']","['a', 'typhoon', 'batter', 'the', 'philippines', '.']","[0, 2, 10, 18, 22, 33]","[1, 9, 17, 21, 33, 34]","['AND', 'CON', 'ENS', 'DEF', 'GPE', 'NIL']","['AND: ', 'A', '; ', 'CON: ', 'typhoon', '; ', 'ENS: ', 'batters', '; ', 'DEF: ', 'the', '; ', 'GPE: ', 'Philippines', '; ', 'NIL: ', '.']"
4178,pmb-4.0.0/data/en/gold/p27/d2256/en.drs.xml,"['I', 'kind~of', 'liked', 'it', '.']","['speaker', 'kind~of', 'like', 'entity', '.']","[0, 2, 10, 16, 18]","[1, 9, 15, 18, 19]","['PRO', 'INT', 'EPS', 'PRO', 'NIL']","['PRO: ', 'I', '; ', 'INT: ', 'kind~of', '; ', 'EPS: ', 'liked', '; ', 'PRO: ', 'it', '; ', 'NIL: ', '.']"
8224,pmb-4.0.0/data/en/gold/p72/d1174/en.drs.xml,"['ø', 'Viscose', 'production', 'was', 'discontinued', 'in', 'ø', '1969', '.']","['ø', 'viscose', 'production', 'be', 'discontinue', 'in', 'ø', '1969', '.']","[0, 0, 8, 19, 23, 36, 39, 39, 43]","[-1, 7, 18, 22, 35, 38, -1, 43, 44]","['DIS', 'CON', 'CON', 'PST', 'EXS', 'REL', 'DEF', 'YOC', 'NIL']","['DIS: ', 'ø', '; ', 'CON: ', 'Viscose', '; ', 'CON: ', 'production', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'discontinued', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'YOC: ', '1969', '; ', 'NIL: ', '.']"
519,pmb-4.0.0/data/en/gold/p01/d1973/en.drs.xml,"['Who', 'did', 'you', 'vote', 'for', '?']","['person', 'do', 'hearer', 'vote', 'for', '?']","[0, 4, 8, 12, 17, 20]","[3, 7, 11, 16, 20, 21]","['QUE', 'PST', 'PRO', 'EXS', 'REL', 'QUE']","['QUE: ', 'Who', '; ', 'PST: ', 'did', '; ', 'PRO: ', 'you', '; ', 'EXS: ', 'vote', '; ', 'REL: ', 'for', '; ', 'QUE: ', '?']"
1667,pmb-4.0.0/data/en/gold/p07/d2761/en.drs.xml,"['There', 'are', 'a', 'lot', 'of', 'ø', 'factories', 'in', 'ø', 'Kawasaki', '.']","['there', 'be', 'a', '+', 'of', 'ø', 'factory', 'in', 'ø', 'kawasaki', '.']","[0, 6, 10, 12, 16, 19, 19, 29, 32, 32, 40]","[5, 9, 11, 15, 18, -1, 28, 31, -1, 40, 41]","['NIL', 'ENS', 'DIS', 'QUV', 'REL', 'DIS', 'CON', 'REL', 'DEF', 'GPE', 'NIL']","['NIL: ', 'There', '; ', 'ENS: ', 'are', '; ', 'DIS: ', 'a', '; ', 'QUV: ', 'lot', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'factories', '; ', 'REL: ', 'in', '; ', 'DIS: ', 'ø', '; ', 'GPE: ', 'Kawasaki', '; ', 'NIL: ', '.']"
3106,pmb-4.0.0/data/en/gold/p18/d0935/en.drs.xml,"['I', 'bought', 'an', 'umbrella', '.']","['speaker', 'buy', 'an', 'umbrella', '.']","[0, 2, 9, 12, 20]","[1, 8, 11, 20, 21]","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'bought', '; ', 'DIS: ', 'an', '; ', 'CON: ', 'umbrella', '; ', 'NIL: ', '.']"
5959,pmb-4.0.0/data/en/gold/p46/d0926/en.drs.xml,"['ø', 'Tom', 'punched', 'him', 'in', 'the', 'face', '.']","['ø', 'tom', 'punch', 'male', 'in', 'the', 'face', '.']","[0, 0, 4, 12, 16, 19, 23, 27]","[-1, 3, 11, 15, 18, 22, 27, 28]","['DEF', 'PER', 'EPS', 'PRO', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'EPS: ', 'punched', '; ', 'PRO: ', 'him', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'face', '; ', 'NIL: ', '.']"
2549,pmb-4.0.0/data/en/gold/p13/d1492/en.drs.xml,"['I', 'spoke', 'to', 'him', 'by', 'ø', 'telephone', '.']","['speaker', 'speak', 'to', 'male', 'by', 'ø', 'telephone', '.']","[0, 2, 8, 11, 15, 18, 18, 27]","[1, 7, 10, 14, 17, -1, 27, 28]","['PRO', 'EPS', 'REL', 'PRO', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'spoke', '; ', 'REL: ', 'to', '; ', 'PRO: ', 'him', '; ', 'REL: ', 'by', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'telephone', '; ', 'NIL: ', '.']"
7707,pmb-4.0.0/data/en/gold/p65/d3413/en.drs.xml,"['The', 'ship', 'was', 'unloaded', 'at', 'the', 'port', '.']","['the', 'ship', 'be', 'unload', 'at', 'the', 'port', '.']","[0, 4, 9, 13, 22, 25, 29, 33]","[3, 8, 12, 21, 24, 28, 33, 34]","['DEF', 'CON', 'PST', 'EPS', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'ship', '; ', 'PST: ', 'was', '; ', 'EPS: ', 'unloaded', '; ', 'REL: ', 'at', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'port', '; ', 'NIL: ', '.']"
4415,pmb-4.0.0/data/en/gold/p30/d0872/en.drs.xml,"['My', 'computer', 'has', 'frozen', '.']","['speaker', 'computer', 'have', 'freeze', '.']","[0, 3, 12, 16, 22]","[2, 11, 15, 22, 23]","['HAS', 'CON', 'NOW', 'EXT', 'NIL']","['HAS: ', 'My', '; ', 'CON: ', 'computer', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'frozen', '; ', 'NIL: ', '.']"
433,pmb-4.0.0/data/en/gold/p01/d0058/en.drs.xml,"['ø', 'Two', 'children', 'are', 'playing', 'with', 'a', 'ball', 'in', 'the', 'park']","['ø', '2', 'child', 'be', 'play', 'with', 'a', 'ball', 'in', 'the', 'park']","[0, 0, 4, 13, 17, 25, 30, 32, 37, 40, 44]","[-1, 3, 12, 16, 24, 29, 31, 36, 39, 43, 48]","['DIS', 'QUC', 'CON', 'NOW', 'EXG', 'REL', 'DIS', 'CON', 'REL', 'DEF', 'CON']","['DIS: ', 'ø', '; ', 'QUC: ', 'Two', '; ', 'CON: ', 'children', '; ', 'NOW: ', 'are', '; ', 'EXG: ', 'playing', '; ', 'REL: ', 'with', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'ball', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'park']"
9387,pmb-4.0.0/data/en/gold/p85/d3055/en.drs.xml,"['The', 'young', 'girl', 'was', 'chased', 'by', 'the', 'old', 'man', '.']","['the', 'young', 'girl', 'be', 'chase', 'by', 'the', 'old', 'man', '.']","[0, 4, 10, 15, 19, 26, 29, 33, 37, 40]","[3, 9, 14, 18, 25, 28, 32, 36, 40, 41]","['DEF', 'DEG', 'CON', 'PST', 'EXS', 'REL', 'DEF', 'DEG', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'DEG: ', 'young', '; ', 'CON: ', 'girl', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'chased', '; ', 'REL: ', 'by', '; ', 'DEF: ', 'the', '; ', 'DEG: ', 'old', '; ', 'CON: ', 'man', '; ', 'NIL: ', '.']"
5186,pmb-4.0.0/data/en/gold/p37/d3422/en.drs.xml,"['The', 'streets', 'in', 'ø', 'Hokkaido', 'are', 'wide', '.']","['the', 'street', 'in', 'ø', 'hokkaido', 'be', 'wide', '.']","[0, 4, 12, 15, 15, 24, 28, 32]","[3, 11, 14, -1, 23, 27, 32, 33]","['DEF', 'CON', 'REL', 'DEF', 'GPE', 'NOW', 'DEG', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'streets', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Hokkaido', '; ', 'NOW: ', 'are', '; ', 'DEG: ', 'wide', '; ', 'NIL: ', '.']"
10095,pmb-4.0.0/data/en/gold/p93/d2676/en.drs.xml,"['The', 'fire~alarm', 'rang', '.']","['the', 'fire~alarm', 'ring', '.']","[0, 4, 15, 19]","[3, 14, 19, 20]","['DEF', 'CON', 'EPS', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'fire~alarm', '; ', 'EPS: ', 'rang', '; ', 'NIL: ', '.']"
1823,pmb-4.0.0/data/en/gold/p08/d2966/en.drs.xml,"['Everybody', 'will', 'die', '.']","['person', 'will', 'die', '.']","[0, 10, 15, 18]","[9, 14, 18, 19]","['AND', 'FUT', 'EXS', 'NIL']","['AND: ', 'Everybody', '; ', 'FUT: ', 'will', '; ', 'EXS: ', 'die', '; ', 'NIL: ', '.']"
8335,pmb-4.0.0/data/en/gold/p73/d2033/en.drs.xml,"['My', 'wisdom~tooth', 'hurts', '.']","['speaker', 'wisdom~tooth', 'hurt', '.']","[0, 3, 16, 21]","[2, 15, 21, 22]","['HAS', 'CON', 'ENS', 'NIL']","['HAS: ', 'My', '; ', 'CON: ', 'wisdom~tooth', '; ', 'ENS: ', 'hurts', '; ', 'NIL: ', '.']"
8990,pmb-4.0.0/data/en/gold/p80/d3236/en.drs.xml,"['You', 'are', 'certainly', 'homesick', '.']","['hearer', 'be', 'certainly', 'homesick', '.']","[0, 4, 8, 18, 26]","[3, 7, 17, 26, 27]","['PRO', 'NOW', 'INT', 'IST', 'NIL']","['PRO: ', 'You', '; ', 'NOW: ', 'are', '; ', 'INT: ', 'certainly', '; ', 'IST: ', 'homesick', '; ', 'NIL: ', '.']"
2205,pmb-4.0.0/data/en/gold/p10/d3084/en.drs.xml,"['Everything', 'is', 'all~right', 'now', '.']","['entity', 'be', 'all~right', 'now', '.']","[0, 11, 14, 24, 27]","[10, 13, 23, 27, 28]","['AND', 'NOW', 'IST', 'NOW', 'NIL']","['AND: ', 'Everything', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'all~right', '; ', 'NOW: ', 'now', '; ', 'NIL: ', '.']"
